,Cement,Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Slag/Cement,Fly Ash/Cement,Cement/Water,Superplasticizer/Cement,Cement/Coarse Aggregate,Cement/Fine Aggregate,Slag/Water,Slag/Coarse Aggregate,Slag/Fine Aggregate,Fly Ash/Water,Fly Ash/Coarse Aggregate,Fly Ash/Fine Aggregate,Superplasticizer/Water,Water/Coarse Aggregate,Water/Fine Aggregate,Superplasticizer/Coarse Aggregate,Superplasticizer/Fine Aggregate,Coarse Aggregate/Fine Aggregate,Age = 28 Days,Age > 28 Days,Strength
10,198.6,132.4,0.0,192.0,0.0,978.4,825.5,0.6666666666666667,0.0,1.034375,0.0,0.20298446443172527,0.24058146577831616,0.6895833333333333,0.13532297628781687,0.1603876438522108,0.0,0.0,0.0,0.0,0.19623875715453803,0.23258631132646881,0.0,0.0,1.1852210781344639,0,1,38.074243671999994
11,198.6,132.4,0.0,192.0,0.0,978.4,825.5,0.6666666666666667,0.0,1.034375,0.0,0.20298446443172527,0.24058146577831616,0.6895833333333333,0.13532297628781687,0.1603876438522108,0.0,0.0,0.0,0.0,0.19623875715453803,0.23258631132646881,0.0,0.0,1.1852210781344639,1,0,28.021683592
12,427.5,47.5,0.0,228.0,0.0,932.0,594.0,0.1111111111111111,0.0,1.875,0.0,0.45869098712446355,0.7196969696969697,0.20833333333333334,0.050965665236051505,0.07996632996632996,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,43.01296026
13,190.0,190.0,0.0,228.0,0.0,932.0,670.0,1.0,0.0,0.8333333333333334,0.0,0.20386266094420602,0.2835820895522388,0.8333333333333334,0.20386266094420602,0.2835820895522388,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,42.32693164
14,304.0,76.0,0.0,228.0,0.0,932.0,670.0,0.25,0.0,1.3333333333333333,0.0,0.3261802575107296,0.4537313432835821,0.3333333333333333,0.0815450643776824,0.11343283582089553,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,1,0,47.813781648
15,380.0,0.0,0.0,228.0,0.0,932.0,670.0,0.0,0.0,1.6666666666666667,0.0,0.40772532188841204,0.5671641791044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,52.908319811999995
16,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,1.5,0.0,0.7270833333333333,0.0,0.13333333333333333,0.17300780765894164,1.090625,0.2,0.25951171148841246,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,0,1,39.358047983999995
17,342.0,38.0,0.0,228.0,0.0,932.0,670.0,0.1111111111111111,0.0,1.5,0.0,0.3669527896995708,0.5104477611940299,0.16666666666666666,0.0407725321888412,0.056716417910447764,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,56.141962252
18,380.0,95.0,0.0,228.0,0.0,932.0,594.0,0.25,0.0,1.6666666666666667,0.0,0.40772532188841204,0.6397306397306397,0.4166666666666667,0.10193133047210301,0.15993265993265993,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,40.563252031999994
19,475.0,0.0,0.0,228.0,0.0,932.0,594.0,0.0,0.0,2.0833333333333335,0.0,0.509656652360515,0.7996632996632996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,42.620648416
20,427.5,47.5,0.0,228.0,0.0,932.0,594.0,0.1111111111111111,0.0,1.875,0.0,0.45869098712446355,0.7196969696969697,0.20833333333333334,0.050965665236051505,0.07996632996632996,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,41.836714203999996
21,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,1.5,0.0,0.7270833333333333,0.0,0.13333333333333333,0.17300780765894164,1.090625,0.2,0.25951171148841246,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,1,0,28.23748958
22,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,1.5,0.0,0.7270833333333333,0.0,0.13333333333333333,0.17300780765894164,1.090625,0.2,0.25951171148841246,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,0,0,8.06342182
23,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,1.5,0.0,0.7270833333333333,0.0,0.13333333333333333,0.17300780765894164,1.090625,0.2,0.25951171148841246,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,0,1,44.207822168
24,380.0,0.0,0.0,228.0,0.0,932.0,670.0,0.0,0.0,1.6666666666666667,0.0,0.40772532188841204,0.5671641791044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,52.516697443999995
25,380.0,0.0,0.0,228.0,0.0,932.0,670.0,0.0,0.0,1.6666666666666667,0.0,0.40772532188841204,0.5671641791044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,53.300631656
26,380.0,95.0,0.0,228.0,0.0,932.0,594.0,0.25,0.0,1.6666666666666667,0.0,0.40772532188841204,0.6397306397306397,0.4166666666666667,0.10193133047210301,0.15993265993265993,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,41.15137506
27,342.0,38.0,0.0,228.0,0.0,932.0,670.0,0.1111111111111111,0.0,1.5,0.0,0.3669527896995708,0.5104477611940299,0.16666666666666666,0.0407725321888412,0.056716417910447764,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,52.1243856
28,427.5,47.5,0.0,228.0,0.0,932.0,594.0,0.1111111111111111,0.0,1.875,0.0,0.45869098712446355,0.7196969696969697,0.20833333333333334,0.050965665236051505,0.07996632996632996,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,1,0,37.427515183999994
29,475.0,0.0,0.0,228.0,0.0,932.0,594.0,0.0,0.0,2.0833333333333335,0.0,0.509656652360515,0.7996632996632996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,0,38.60376124
30,304.0,76.0,0.0,228.0,0.0,932.0,670.0,0.25,0.0,1.3333333333333333,0.0,0.3261802575107296,0.4537313432835821,0.3333333333333333,0.0815450643776824,0.11343283582089553,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,55.260122448
31,266.0,114.0,0.0,228.0,0.0,932.0,670.0,0.42857142857142855,0.0,1.1666666666666667,0.0,0.2854077253218884,0.3970149253731343,0.5,0.1223175965665236,0.1701492537313433,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,52.908319811999995
32,198.6,132.4,0.0,192.0,0.0,978.4,825.5,0.6666666666666667,0.0,1.034375,0.0,0.20298446443172527,0.24058146577831616,0.6895833333333333,0.13532297628781687,0.1603876438522108,0.0,0.0,0.0,0.0,0.19623875715453803,0.23258631132646881,0.0,0.0,1.1852210781344639,0,1,41.719503284
33,475.0,0.0,0.0,228.0,0.0,932.0,594.0,0.0,0.0,2.0833333333333335,0.0,0.509656652360515,0.7996632996632996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,42.131120456
34,190.0,190.0,0.0,228.0,0.0,932.0,670.0,1.0,0.0,0.8333333333333334,0.0,0.20386266094420602,0.2835820895522388,0.8333333333333334,0.20386266094420602,0.2835820895522388,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,53.69225402399999
35,237.5,237.5,0.0,228.0,0.0,932.0,594.0,1.0,0.0,1.0416666666666667,0.0,0.2548283261802575,0.3998316498316498,1.0416666666666667,0.2548283261802575,0.3998316498316498,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,38.407950056000004
36,237.5,237.5,0.0,228.0,0.0,932.0,594.0,1.0,0.0,1.0416666666666667,0.0,0.2548283261802575,0.3998316498316498,1.0416666666666667,0.2548283261802575,0.3998316498316498,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,1,0,30.079769451999997
37,332.5,142.5,0.0,228.0,0.0,932.0,594.0,0.42857142857142855,0.0,1.4583333333333333,0.0,0.35675965665236054,0.5597643097643098,0.625,0.15289699570815452,0.2398989898989899,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,37.721921436
38,475.0,0.0,0.0,228.0,0.0,932.0,594.0,0.0,0.0,2.0833333333333335,0.0,0.509656652360515,0.7996632996632996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,42.229026048
39,237.5,237.5,0.0,228.0,0.0,932.0,594.0,1.0,0.0,1.0416666666666667,0.0,0.2548283261802575,0.3998316498316498,1.0416666666666667,0.2548283261802575,0.3998316498316498,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,36.251958603999995
40,342.0,38.0,0.0,228.0,0.0,932.0,670.0,0.1111111111111111,0.0,1.5,0.0,0.3669527896995708,0.5104477611940299,0.16666666666666666,0.0407725321888412,0.056716417910447764,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,50.45930106
41,427.5,47.5,0.0,228.0,0.0,932.0,594.0,0.1111111111111111,0.0,1.875,0.0,0.45869098712446355,0.7196969696969697,0.20833333333333334,0.050965665236051505,0.07996632996632996,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,43.698299404
42,237.5,237.5,0.0,228.0,0.0,932.0,594.0,1.0,0.0,1.0416666666666667,0.0,0.2548283261802575,0.3998316498316498,1.0416666666666667,0.2548283261802575,0.3998316498316498,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,38.995383608
43,380.0,0.0,0.0,228.0,0.0,932.0,670.0,0.0,0.0,1.6666666666666667,0.0,0.40772532188841204,0.5671641791044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,53.104130996
44,427.5,47.5,0.0,228.0,0.0,932.0,594.0,0.1111111111111111,0.0,1.875,0.0,0.45869098712446355,0.7196969696969697,0.20833333333333334,0.050965665236051505,0.07996632996632996,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,41.542997428
45,427.5,47.5,0.0,228.0,0.0,932.0,594.0,0.1111111111111111,0.0,1.875,0.0,0.45869098712446355,0.7196969696969697,0.20833333333333334,0.050965665236051505,0.07996632996632996,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,0,35.076402024
46,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,0.0,0.0,1.8177083333333333,0.0,0.3333333333333333,0.4325195191473541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,0,0,15.049192651999999
47,380.0,95.0,0.0,228.0,0.0,932.0,594.0,0.25,0.0,1.6666666666666667,0.0,0.40772532188841204,0.6397306397306397,0.4166666666666667,0.10193133047210301,0.15993265993265993,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,40.759063216
48,237.5,237.5,0.0,228.0,0.0,932.0,594.0,1.0,0.0,1.0416666666666667,0.0,0.2548283261802575,0.3998316498316498,1.0416666666666667,0.2548283261802575,0.3998316498316498,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,0,26.258003984
49,380.0,95.0,0.0,228.0,0.0,932.0,594.0,0.25,0.0,1.6666666666666667,0.0,0.40772532188841204,0.6397306397306397,0.4166666666666667,0.10193133047210301,0.15993265993265993,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,0,32.823194456
50,332.5,142.5,0.0,228.0,0.0,932.0,594.0,0.42857142857142855,0.0,1.4583333333333333,0.0,0.35675965665236054,0.5597643097643098,0.625,0.15289699570815452,0.2398989898989899,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,39.779317819999996
51,190.0,190.0,0.0,228.0,0.0,932.0,670.0,1.0,0.0,0.8333333333333334,0.0,0.20386266094420602,0.2835820895522388,0.8333333333333334,0.20386266094420602,0.2835820895522388,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,46.931941843999994
52,237.5,237.5,0.0,228.0,0.0,932.0,594.0,1.0,0.0,1.0416666666666667,0.0,0.2548283261802575,0.3998316498316498,1.0416666666666667,0.2548283261802575,0.3998316498316498,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,33.116911232
53,304.0,76.0,0.0,228.0,0.0,932.0,670.0,0.25,0.0,1.3333333333333333,0.0,0.3261802575107296,0.4537313432835821,0.3333333333333333,0.0815450643776824,0.11343283582089553,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,49.185149411999994
54,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,1.5,0.0,0.7270833333333333,0.0,0.13333333333333333,0.17300780765894164,1.090625,0.2,0.25951171148841246,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,0,0,14.589312159999999
55,198.6,132.4,0.0,192.0,0.0,978.4,825.5,0.6666666666666667,0.0,1.034375,0.0,0.20298446443172527,0.24058146577831616,0.6895833333333333,0.13532297628781687,0.1603876438522108,0.0,0.0,0.0,0.0,0.19623875715453803,0.23258631132646881,0.0,0.0,1.1852210781344639,0,0,14.638264955999999
56,475.0,0.0,0.0,228.0,0.0,932.0,594.0,0.0,0.0,2.0833333333333335,0.0,0.509656652360515,0.7996632996632996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,1,41.934619796
57,198.6,132.4,0.0,192.0,0.0,978.4,825.5,0.6666666666666667,0.0,1.034375,0.0,0.20298446443172527,0.24058146577831616,0.6895833333333333,0.13532297628781687,0.1603876438522108,0.0,0.0,0.0,0.0,0.19623875715453803,0.23258631132646881,0.0,0.0,1.1852210781344639,0,0,9.131420144
58,304.0,76.0,0.0,228.0,0.0,932.0,670.0,0.25,0.0,1.3333333333333333,0.0,0.3261802575107296,0.4537313432835821,0.3333333333333333,0.0815450643776824,0.11343283582089553,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,50.94882902
59,332.5,142.5,0.0,228.0,0.0,932.0,594.0,0.42857142857142855,0.0,1.4583333333333333,0.0,0.35675965665236054,0.5597643097643098,0.625,0.15289699570815452,0.2398989898989899,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,1,0,33.019005639999996
60,304.0,76.0,0.0,228.0,0.0,932.0,670.0,0.25,0.0,1.3333333333333333,0.0,0.3261802575107296,0.4537313432835821,0.3333333333333333,0.0815450643776824,0.11343283582089553,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,54.378282643999995
61,266.0,114.0,0.0,228.0,0.0,932.0,670.0,0.42857142857142855,0.0,1.1666666666666667,0.0,0.2854077253218884,0.3970149253731343,0.5,0.1223175965665236,0.1701492537313433,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,51.732763231999996
62,310.0,0.0,0.0,192.0,0.0,971.0,850.6,0.0,0.0,1.6145833333333333,0.0,0.3192584963954686,0.3644486245003527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19773429454170957,0.22572301904537972,0.0,0.0,1.1415471431930402,0,0,9.86640156
63,190.0,190.0,0.0,228.0,0.0,932.0,670.0,1.0,0.0,0.8333333333333334,0.0,0.20386266094420602,0.2835820895522388,0.8333333333333334,0.20386266094420602,0.2835820895522388,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,50.655112243999994
64,266.0,114.0,0.0,228.0,0.0,932.0,670.0,0.42857142857142855,0.0,1.1666666666666667,0.0,0.2854077253218884,0.3970149253731343,0.5,0.1223175965665236,0.1701492537313433,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,48.695621452
65,342.0,38.0,0.0,228.0,0.0,932.0,670.0,0.1111111111111111,0.0,1.5,0.0,0.3669527896995708,0.5104477611940299,0.16666666666666666,0.0407725321888412,0.056716417910447764,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,0,1,55.064311264
66,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,1.5,0.0,0.7270833333333333,0.0,0.13333333333333333,0.17300780765894164,1.090625,0.2,0.25951171148841246,0.0,0.0,0.0,0.0,0.1833810888252149,0.23794770107820054,0.0,0.0,1.2975585574420623,0,1,44.698039603999995
67,332.5,142.5,0.0,228.0,0.0,932.0,594.0,0.42857142857142855,0.0,1.4583333333333333,0.0,0.35675965665236054,0.5597643097643098,0.625,0.15289699570815452,0.2398989898989899,0.0,0.0,0.0,0.0,0.2446351931330472,0.3838383838383838,0.0,0.0,1.569023569023569,0,0,30.275580636
68,190.0,190.0,0.0,228.0,0.0,932.0,670.0,1.0,0.0,0.8333333333333334,0.0,0.20386266094420602,0.2835820895522388,0.8333333333333334,0.20386266094420602,0.2835820895522388,0.0,0.0,0.0,0.0,0.2446351931330472,0.3402985074626866,0.0,0.0,1.391044776119403,1,0,40.856968808
69,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,0.0,0.0,3.3219178082191783,0.0,0.4330357142857143,0.60625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13035714285714287,0.1825,0.0,0.0,1.4,1,0,71.98818916
70,374.0,189.2,0.0,170.1,10.1,926.1,756.7,0.5058823529411764,0.0,2.1987066431510875,0.027005347593582887,0.40384407731346506,0.4942513545658781,1.1122868900646679,0.20429759205269407,0.2500330381921501,0.0,0.0,0.0,0.059376837154614934,0.18367346938775508,0.2247918593894542,0.010905949681459885,0.01334742962865072,1.2238667900092506,0,0,34.39795764
71,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,0.8368975422917331,0.0,1.7851851851851852,0.02744972869454197,0.2992644951762346,0.5120954560313828,1.494017094017094,0.25045372050816694,0.4285714285714286,0.0,0.0,0.0,0.049002849002849,0.16763778775432228,0.28685845047401115,0.008214729200496703,0.014056881333769205,1.7111801242236027,0,0,28.79941252
72,425.0,106.3,0.0,153.5,16.5,852.1,887.1,0.2501176470588235,0.0,2.768729641693811,0.03882352941176471,0.4987677502640535,0.4790891669484838,0.6925081433224756,0.12475061612486797,0.11982865516852666,0.0,0.0,0.0,0.10749185667752444,0.18014317568360522,0.1730357344155112,0.019363924422016194,0.018599932363882313,0.9605455980160073,0,0,33.398217439999996
73,425.0,106.3,0.0,151.4,18.6,936.0,803.7,0.2501176470588235,0.0,2.807133421400264,0.04376470588235294,0.45405982905982906,0.5288042802040562,0.702113606340819,0.11356837606837607,0.13226328231927334,0.0,0.0,0.0,0.12285336856010569,0.16175213675213676,0.18837874828916262,0.019871794871794874,0.023142963792459875,1.1646136618141096,0,0,36.3009114
74,375.0,93.8,0.0,126.6,23.4,852.1,992.6,0.2501333333333333,0.0,2.962085308056872,0.0624,0.44008919140945896,0.3777956880918799,0.740916271721959,0.11008097641121933,0.09449929478138222,0.0,0.0,0.0,0.1848341232227488,0.14857411101983334,0.12754382429981864,0.02746156554395024,0.023574450936933306,0.8584525488615756,0,0,28.99936056
75,475.0,118.8,0.0,181.1,8.9,852.1,781.5,0.2501052631578947,0.0,2.622860298177802,0.01873684210526316,0.557446309118648,0.6078055022392834,0.6559911651021535,0.1394202558385166,0.15201535508637234,0.0,0.0,0.0,0.04914411927112093,0.21253374017134138,0.23173384516954573,0.010444783476117827,0.011388355726167627,1.090339091490723,0,0,37.79707432
76,469.0,117.2,0.0,137.8,32.2,852.1,840.5,0.24989339019189766,0.0,3.4034833091436862,0.06865671641791045,0.5504048820560967,0.5580011897679953,0.8505079825834543,0.13754254195516957,0.13944080904223677,0.0,0.0,0.0,0.23367198838896952,0.16171810820326254,0.1639500297441999,0.03778899190235888,0.038310529446757884,1.0138013087447948,0,0,40.1964508
77,425.0,106.3,0.0,153.5,16.5,852.1,887.1,0.2501176470588235,0.0,2.768729641693811,0.03882352941176471,0.4987677502640535,0.4790891669484838,0.6925081433224756,0.12475061612486797,0.11982865516852666,0.0,0.0,0.0,0.10749185667752444,0.18014317568360522,0.1730357344155112,0.019363924422016194,0.018599932363882313,0.9605455980160073,0,0,33.398217439999996
78,388.6,97.1,0.0,157.9,12.1,852.1,925.7,0.24987133299022127,0.0,2.461051298290057,0.03113741636644364,0.4560497594179087,0.41979042886464296,0.6149461684610512,0.11395376129562257,0.10489359403694501,0.0,0.0,0.0,0.0766307789740342,0.18530688886280952,0.17057361996327103,0.014200211242811876,0.01307118937020633,0.9204926001944475,0,0,28.096147
79,531.3,0.0,0.0,141.8,28.2,852.1,893.7,0.0,0.0,3.7468265162200276,0.05307735742518351,0.6235183663889214,0.5944947969117153,0.0,0.0,0.0,0.0,0.0,0.0,0.19887165021156555,0.1664123929116301,0.15866621908917983,0.03309470719399132,0.03155421282309499,0.9534519413673492,0,0,41.2996124
80,425.0,106.3,0.0,153.5,16.5,852.1,887.1,0.2501176470588235,0.0,2.768729641693811,0.03882352941176471,0.4987677502640535,0.4790891669484838,0.6925081433224756,0.12475061612486797,0.11982865516852666,0.0,0.0,0.0,0.10749185667752444,0.18014317568360522,0.1730357344155112,0.019363924422016194,0.018599932363882313,0.9605455980160073,0,0,33.398217439999996
81,318.8,212.5,0.0,155.7,14.3,852.1,880.4,0.6665621079046424,0.0,2.0475272960822095,0.044855708908406525,0.37413449125689474,0.36210813266696956,1.3648041104688504,0.24938387513202676,0.24136756019990913,0.0,0.0,0.0,0.0918432883750803,0.18272503227320736,0.17685143116765106,0.016782067832414035,0.016242616992276238,0.9678555202180827,0,0,25.2003478
82,401.8,94.7,0.0,147.4,11.4,946.8,852.1,0.23568939771030364,0.0,2.7259158751696067,0.028372324539571926,0.42437684833122097,0.47154089895552165,0.6424694708276798,0.10002112378538235,0.11113719047060204,0.0,0.0,0.0,0.0773405698778833,0.1556822982678496,0.1729843915033447,0.012040557667934096,0.013378711418847554,1.111137190470602,0,0,41.09966436
83,362.6,189.0,0.0,164.9,11.6,944.7,755.8,0.5212355212355212,0.0,2.198908429351122,0.031991174848317705,0.38382555308563565,0.4797565493516804,1.1461491813220133,0.20006351222610352,0.2500661550674782,0.0,0.0,0.0,0.0703456640388114,0.174552768074521,0.21817941254300083,0.012279030380014818,0.015347975654935168,1.249933844932522,0,0,35.3011712
